year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Winter,Spring,Summer,Autumn,Annual,Wheat,Sunflower
1982,96.0,29.2,49.4,42.8,0.0,54.3,71.4,14.2,67.3,18.5,54.6,0.0,178.6,92.2,139.9,140.4,497.7,325.1,182.7
1983,70.9,34.8,77.2,90.3,79.5,15.8,49.3,0.0,37.7,63.6,81.9,29.1,105.7,247.0,65.1,183.2,630.1,423.1,234.9
1984,32.1,79.2,67.8,52.9,20.8,28.4,29.5,49.8,102.6,0.0,136.5,114.1,140.4,141.5,107.7,239.1,713.7,392.2,181.4
1985,34.3,19.9,58.5,75.1,74.8,34.1,70.1,42.4,0.0,39.5,30.5,133.8,168.3,208.4,146.6,70.0,613.0,547.3,296.5
1986,39.2,0.0,0.0,17.0,66.2,72.6,69.4,11.6,21.9,136.8,129.3,69.2,173.0,83.2,153.6,288.0,633.2,359.3,236.8
1987,0.0,54.4,56.8,43.2,22.6,26.0,0.0,8.2,17.3,11.5,97.4,35.8,123.6,122.6,34.2,126.2,373.2,401.5,100.0
1988,58.5,34.8,65.0,15.7,89.2,42.9,46.1,53.5,0.0,30.4,26.7,23.1,129.1,169.9,142.5,57.1,485.9,439.3,247.4
1989,38.2,0.0,53.4,56.6,50.3,61.8,33.9,26.0,107.4,60.7,51.2,61.6,61.3,160.3,121.7,219.3,601.1,310.1,228.6
1990,4.7,66.3,13.4,76.5,53.9,50.3,0.0,8.9,40.6,35.7,48.5,80.4,132.6,143.8,59.2,124.8,479.2,377.9,189.6
1991,21.2,0.0,53.6,73.3,14.7,68.2,38.3,0.0,6.1,51.9,42.1,69.9,101.6,141.6,106.5,100.1,439.3,359.9,194.5
1992,6.8,60.5,47.0,6.3,95.5,71.3,0.0,21.4,17.8,42.1,0.0,94.9,137.2,148.8,92.7,59.9,463.6,399.4,194.5
1993,41.7,80.7,12.6,31.9,53.8,0.0,43.5,49.8,21.0,40.1,69.8,67.3,217.3,98.3,93.3,130.9,512.2,315.6,179.0
1994,68.5,70.8,48.2,106.4,44.7,29.7,46.6,43.8,37.0,120.8,49.2,74.1,206.6,199.3,120.1,207.0,739.8,505.4,271.2
1995,193.2,13.6,74.8,40.5,54.9,88.5,20.2,28.4,21.2,28.9,66.6,0.0,280.9,170.2,137.1,116.7,630.8,588.8,232.5
1996,132.1,50.2,104.7,27.4,0.0,37.3,64.1,24.2,33.0,0.0,10.5,19.7,182.3,132.1,125.6,43.5,503.2,418.3,153.0
1997,131.2,12.0,17.7,44.6,59.5,15.2,28.0,56.1,95.5,35.8,55.9,54.4,162.9,121.8,99.3,187.2,605.9,310.4,203.4
1998,55.1,88.5,20.9,80.1,44.5,29.4,60.2,0.0,25.2,95.1,143.0,60.6,198.0,145.5,89.6,263.3,702.6,428.8,214.2
1999,64.8,70.2,21.6,84.9,25.5,75.4,30.2,32.2,45.3,51.8,57.5,56.5,195.6,132.0,137.8,154.6,615.9,546.0,248.2
2000,56.0,17.7,84.3,62.4,4.5,87.0,61.6,17.7,125.5,68.7,114.7,52.4,130.2,151.2,166.3,308.9,752.5,425.9,233.2
2001,131.2,120.2,101.6,8.4,36.7,0.0,113.6,0.0,13.9,90.4,108.6,72.2,303.8,146.7,113.6,212.9,796.8,565.2,158.7
2002,70.3,5.3,64.8,37.1,21.7,12.2,61.9,53.1,53.5,0.0,25.0,115.0,147.8,123.6,127.2,78.5,519.9,392.2,186.0
2003,70.2,41.8,28.2,52.4,51.0,89.0,46.3,56.9,0.0,1.9,180.3,106.3,227.0,131.6,192.2,182.2,724.3,472.6,295.6
2004,49.1,113.5,70.9,72.5,74.9,67.5,0.0,27.3,63.1,50.6,26.7,4.7,268.9,218.3,94.8,140.4,620.8,735.0,242.2
2005,87.3,58.3,0.9,47.2,68.9,56.6,23.9,59.0,6.2,105.5,0.0,76.9,150.3,117.0,139.5,111.7,590.7,350.6,255.6
2006,75.9,107.3,43.0,45.1,0.0,35.2,70.1,30.2,63.8,28.6,138.4,88.8,260.1,88.1,135.5,230.8,726.4,383.4,180.6
2007,79.2,71.0,118.9,0.0,98.6,91.4,38.5,11.1,6.6,27.6,107.2,89.4,239.0,217.5,141.0,141.4,739.5,686.3,239.6
2008,0.0,87.3,67.7,80.4,28.8,17.5,51.2,13.6,78.6,42.7,99.5,73.1,176.7,176.9,82.3,220.8,640.4,478.3,191.5
2009,84.6,30.3,27.9,102.8,14.1,89.7,59.9,21.6,25.8,0.0,122.3,107.3,188.0,144.8,171.2,148.1,686.3,522.0,288.1
2010,46.9,50.0,57.6,36.8,35.0,26.3,48.2,25.7,0.0,76.0,76.9,45.2,204.2,129.4,100.2,152.9,524.6,482.2,172.0
2011,94.0,92.9,27.6,44.1,63.2,47.5,0.0,32.2,0.0,72.7,31.1,90.5,232.1,134.9,79.7,103.8,595.8,491.4,187.0
2012,53.3,45.1,66.8,83.9,21.7,83.6,0.0,0.0,0.0,86.8,19.1,11.8,188.9,172.4,83.6,105.9,472.1,476.0,189.2
2013,57.5,57.6,103.6,16.4,49.8,56.2,16.1,23.1,27.2,81.3,52.3,159.4,126.9,169.8,95.4,160.8,700.5,372.0,161.6
2014,28.8,3.1,75.0,0.0,79.3,20.7,20.0,27.0,45.4,34.7,46.1,82.5,191.3,154.3,67.7,126.2,462.6,418.6,147.0
2015,55.6,38.9,18.7,75.1,65.9,16.8,42.0,45.5,49.5,84.4,69.6,92.9,177.0,159.7,104.3,203.5,654.9,399.6,245.3
2016,167.9,35.9,20.6,42.2,81.2,50.9,56.5,0.0,100.5,28.6,53.9,137.6,296.7,144.0,107.4,183.0,775.8,561.2,230.8
2017,35.5,137.8,48.1,52.9,97.8,27.4,47.2,12.7,75.2,54.0,82.7,77.0,310.9,198.8,87.3,211.9,748.3,591.0,238.0
2018,0.0,0.0,55.5,0.0,85.5,30.6,34.0,17.5,54.1,97.5,100.1,172.2,77.0,141.0,82.1,251.7,647.0,331.3,167.6
2019,2.6,52.9,31.2,98.4,51.4,18.1,31.1,0.0,41.0,65.0,9.7,118.9,227.7,181.0,49.2,115.7,520.3,526.9,199.0
2020,64.0,90.7,76.6,23.2,62.1,58.5,14.3,25.6,66.9,86.4,71.4,39.8,273.6,161.9,98.4,224.7,679.5,503.7,183.7
2021,35.8,71.0,75.7,36.7,66.0,113.5,52.6,0.0,55.7,30.5,88.6,16.3,146.6,178.4,166.1,174.8,642.4,509.9,268.8
2022,52.9,46.4,82.6,103.8,34.2,20.6,77.9,34.4,0.0,0.0,80.3,133.9,115.6,220.6,132.9,80.3,667.0,445.4,270.9
2023,53.5,33.9,5.5,16.0,12.4,37.9,21.7,6.8,22.2,17.9,103.6,15.5,221.3,33.9,66.4,143.7,346.9,373.4,94.8
2024,87.3,79.3,44.8,57.4,26.4,0.0,29.0,3.2,46.2,54.1,62.1,65.1,182.1,128.6,32.2,162.4,554.9,414.3,116.0
