year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Winter,Spring,Summer,Autumn,Annual,Wheat,Sunflower
1977,10.3,75.2,79.9,117.7,14.9,74.4,72.6,33.8,0.0,136.1,0.0,72.6,292.5,212.5,180.8,136.1,687.5,673.7,313.4
1978,22.4,49.5,81.9,61.8,78.2,30.0,32.4,23.4,39.0,49.8,108.9,163.9,144.5,221.9,85.8,197.7,741.2,396.4,225.8
1979,79.8,55.9,48.6,0.0,13.3,25.4,0.0,37.1,27.0,126.2,175.6,121.7,299.6,61.9,62.5,328.8,710.6,495.8,75.8
1980,69.8,42.9,6.0,79.2,74.9,83.2,48.5,30.4,35.0,116.9,63.4,76.6,234.4,160.1,162.1,215.3,726.8,653.3,316.2
1981,53.6,0.0,57.6,32.0,43.1,37.8,9.8,39.3,76.8,90.8,79.2,117.0,130.2,132.7,86.9,246.8,637.0,364.1,162.0
1982,127.8,85.3,30.6,65.2,24.2,72.2,83.6,48.6,16.9,55.0,165.6,84.0,330.1,120.0,204.4,237.5,859.0,601.5,293.8
1983,0.0,48.6,34.5,51.2,42.4,15.2,0.0,26.5,0.0,96.4,74.2,113.2,132.6,128.1,41.7,170.6,502.2,441.5,135.3
1984,138.4,12.2,58.4,32.6,45.8,91.0,77.5,23.6,0.0,127.4,90.8,44.3,263.8,136.8,192.1,218.2,742.0,565.8,270.5
1985,77.1,70.3,114.4,20.8,13.8,24.6,35.4,4.3,0.0,96.0,89.0,36.2,191.7,149.0,64.3,185.0,581.9,456.1,98.9
1986,21.7,0.0,123.1,106.4,67.4,4.2,45.8,0.0,46.5,48.2,108.7,75.7,57.9,296.9,50.0,203.4,647.7,448.0,223.8
1987,166.2,126.8,53.6,74.9,0.0,67.2,11.8,24.5,7.7,54.8,0.0,88.1,368.7,128.5,103.5,62.5,675.6,673.1,178.4
1988,76.5,21.6,105.1,12.7,88.3,28.6,44.5,30.3,35.7,56.2,58.3,69.4,186.2,206.1,103.4,150.2,627.2,420.9,204.4
1989,56.9,37.7,171.9,40.2,12.3,18.4,26.6,5.2,3.1,84.9,78.5,0.0,164.0,224.4,50.2,166.5,535.7,465.1,102.7
1990,92.2,65.7,67.6,60.4,0.0,41.9,34.6,0.0,36.3,33.1,27.0,93.9,157.9,128.0,76.5,96.4,552.7,406.3,136.9
1991,55.4,73.4,75.3,57.8,55.5,58.8,45.5,35.5,67.2,104.4,81.3,7.7,222.7,188.6,139.8,252.9,717.8,497.1,253.1
1992,65.7,58.0,3.1,81.4,57.0,30.4,28.1,22.8,62.4,66.6,118.4,52.2,131.4,141.5,81.3,247.4,646.1,384.6,219.7
1993,24.4,75.8,50.1,14.2,75.7,31.9,8.0,21.3,7.2,111.9,0.0,56.3,152.4,140.0,61.2,119.1,476.8,442.7,151.1
1994,70.1,71.3,26.4,36.7,42.3,0.0,40.6,18.4,31.8,83.4,10.6,165.5,197.7,105.4,59.0,125.8,597.1,303.1,138.0
1995,55.0,46.9,88.1,43.8,45.2,36.1,5.6,22.2,30.9,137.5,54.6,157.2,267.4,177.1,63.9,223.0,723.1,491.2,152.9
1996,61.2,66.8,0.0,37.5,0.0,82.7,39.4,15.1,53.2,79.9,70.2,0.0,285.2,37.5,137.2,203.3,506.0,460.0,174.7
1997,101.2,53.4,110.7,12.4,39.3,44.0,62.9,0.0,27.5,117.2,140.3,88.7,154.6,162.4,106.9,285.0,797.6,431.2,158.6
1998,74.6,68.4,29.2,34.8,15.3,62.4,90.6,0.0,60.9,34.3,33.2,122.2,231.7,79.3,153.0,128.4,625.9,513.7,203.1
1999,79.9,20.2,76.6,34.3,51.3,45.5,0.0,0.0,7.6,10.4,16.0,0.0,222.3,162.2,45.5,34.0,341.8,463.2,131.1
2000,31.8,133.5,66.6,39.3,63.8,30.3,52.3,0.0,2.1,126.6,19.0,0.0,165.3,169.7,82.6,147.7,565.3,381.3,185.7
2001,1.8,15.9,124.3,89.5,0.0,11.0,122.4,8.6,63.9,0.0,57.1,120.1,17.7,213.8,142.0,121.0,614.6,261.5,231.5
2002,127.2,82.3,41.2,36.3,13.4,28.5,27.3,29.6,64.3,0.0,99.5,0.0,329.6,90.9,85.4,163.8,549.6,506.1,135.1
2003,74.2,30.0,28.6,36.4,98.0,28.7,0.0,7.1,66.7,35.7,119.8,61.5,104.2,163.0,35.8,222.2,586.7,395.4,170.2
2004,18.5,112.8,46.1,0.0,0.0,0.0,24.8,0.0,0.0,58.9,54.8,80.6,192.8,46.1,24.8,113.7,396.5,358.7,24.8
2005,168.6,114.1,92.2,30.6,56.7,73.8,9.2,0.3,13.9,21.5,99.5,0.0,363.3,179.5,83.3,134.9,680.4,671.4,170.6
2006,80.4,0.0,14.5,49.0,87.7,39.6,20.8,63.8,58.9,101.2,114.4,37.2,80.4,151.2,124.2,274.5,667.5,370.7,260.9
2007,97.5,12.9,0.0,56.3,92.7,85.8,19.1,0.0,86.3,40.2,169.4,9.7,147.6,149.0,104.9,295.9,669.9,496.8,253.9
2008,58.1,117.6,0.0,0.0,20.9,32.0,7.5,17.4,20.4,111.0,69.5,44.9,185.4,20.9,56.9,200.9,499.3,407.7,77.8
2009,180.1,58.2,128.4,51.6,68.7,100.6,32.6,22.9,89.7,155.8,80.8,114.2,283.2,248.7,156.1,326.3,1083.6,702.0,276.4
2010,175.6,78.6,149.4,46.1,0.0,45.2,15.8,52.1,30.5,155.4,133.9,72.6,368.4,195.5,113.1,319.8,955.2,689.9,159.2
2011,29.6,24.8,32.5,19.9,0.0,81.9,94.8,49.9,29.1,127.2,105.3,57.7,127.0,52.4,226.6,261.6,652.7,395.2,246.5
2012,6.1,85.1,67.3,0.0,23.4,15.0,52.4,0.0,31.3,52.8,17.1,0.0,148.9,90.7,67.4,101.2,350.5,359.9,90.8
2013,0.5,51.1,166.8,77.1,33.9,95.4,19.4,0.0,0.0,215.2,126.4,61.3,51.6,277.8,114.8,341.6,847.1,441.9,225.8
2014,13.3,82.0,17.0,0.0,90.3,0.0,0.0,17.9,0.0,125.6,18.9,91.9,156.6,107.3,17.9,144.5,456.9,390.3,108.2
2015,0.0,117.9,184.2,50.1,0.0,22.5,10.8,8.9,16.2,29.8,119.4,77.7,209.8,234.3,42.2,165.4,637.5,485.5,92.3
2016,49.3,76.8,34.8,39.8,26.6,15.0,113.7,5.6,9.7,36.7,0.0,50.1,203.8,101.2,134.3,46.4,458.1,439.4,200.7
2017,90.9,39.5,0.0,41.5,33.2,39.4,0.0,0.0,29.5,53.3,29.5,131.9,180.5,74.7,39.4,112.3,488.7,294.6,114.1
2018,29.7,77.3,45.5,36.4,33.7,20.8,0.0,41.5,24.5,71.9,101.7,79.2,238.9,115.6,62.3,198.1,562.2,404.8,132.4
2019,41.0,30.4,93.2,96.8,41.1,8.1,0.0,21.5,70.4,54.4,68.4,107.0,150.6,231.1,29.6,193.2,632.3,491.5,167.5
2020,65.4,105.1,119.4,54.6,97.1,37.4,28.9,52.7,31.1,67.4,0.0,23.5,277.5,271.1,119.0,98.5,682.6,654.4,270.7
2021,59.4,126.0,52.3,18.1,29.7,17.5,0.0,55.0,24.6,64.1,133.2,137.4,208.9,100.1,72.5,221.9,717.3,326.5,120.3
2022,118.6,64.6,50.9,36.6,28.0,66.8,68.9,15.5,8.1,36.0,73.5,103.1,320.6,115.5,151.2,117.6,670.6,636.1,215.8
2023,11.1,87.1,38.3,45.9,22.9,58.8,27.9,0.0,3.6,0.0,87.5,0.0,201.3,107.1,86.7,91.1,383.1,440.7,155.5
2024,61.7,125.6,74.7,25.6,83.6,41.4,21.9,36.5,35.4,65.7,174.8,149.9,187.3,183.9,99.8,275.9,896.8,500.1,209.0
